,company_name,sic,office,industry,cik
SFBS,"ServisFirst Bancshares, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,0001430723
SFIX,"Stitch Fix, Inc.",5961,Office of Trade & Services,RETAIL-CATALOG & MAIL-ORDER HOUSES,0001576942
SFM,"Sprouts Farmers Market, Inc.",5411,Office of Trade & Services,RETAIL-GROCERY STORES,0001575515
SFNC,SIMMONS FIRST NATIONAL CORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000090498
SFST,SOUTHERN FIRST BANCSHARES INC,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0001090009
SG,"Sirius International Insurance Group, Ltd.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0001744894
SGC,SUPERIOR UNIFORM GROUP INC,2300,Office of Manufacturing,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,0000095574
SGEN,SEATTLE GENETICS INC /WA,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001060736
SGFY,"Signify Health, Inc.",8082,Industrial Applications and Services,SERVICES-HOME HEALTH CARE SERVICES,0001828182
SGH,"SMART Global Holdings, Inc.",3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001616533
SGHT,"Sight Sciences, Inc.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001531177
SGMO,SANGAMO BIOSCIENCES INC,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001001233
SGRY,"Surgery Partners, Inc.",8062,Industrial Applications and Services,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",0001638833
SHAK,Shake Shack Inc.,5810,Office of Trade & Services,RETAIL-EATING & DRINKING PLACES,0001620533
SHBI,SHORE BANCSHARES INC,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0001035092
SHC,Sotera Health Co,8090,Industrial Applications and Services,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",0001822479
SHCR,"Sharecare, Inc.",8000,Industrial Applications and Services,SERVICES-HEALTH SERVICES,0001816233
SHEN,SHENANDOAH TELECOMMUNICATIONS CO/VA/,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),0000354963
SHLS,"Shoals Technologies Group, Inc.",3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001831651
SHO,"Sunstone Hotel Investors, Inc.",7011,Office of Real Estate & Construction,HOTELS & MOTELS,0001295810
SHOO,"STEVEN MADDEN, LTD.",3140,Office of Manufacturing,"FOOTWEAR, (NO RUBBER)",0000913241
SHW,SHERWIN WILLIAMS CO,5200,Office of Trade & Services,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",0000089800
SHYF,"SHYFT GROUP, INC.",3711,Office of Manufacturing,MOTOR VEHICLES & PASSENGER CAR BODIES,0000743238
SI,Silvergate Capital Corp,6022,Office of Finance,STATE COMMERCIAL BANKS,0001312109
SIBN,"SI-BONE, Inc.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001459839
SIG,SIGNET JEWELERS LTD,5944,Office of Trade & Services,RETAIL-JEWELRY STORES,0000832988
SIGA,SIGA TECHNOLOGIES INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001010086
SIGI,SELECTIVE INSURANCE GROUP INC,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0000230557
SILK,Silk Road Medical Inc,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001397702
SIRI,SIRIUS XM RADIO INC.,4832,Office of Technology,RADIO BROADCASTING STATIONS,0000908937
SITC,SITE Centers Corp.,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000894315
SITE,"SiteOne Landscape Supply, Inc.",700,Industrial Applications and Services,AGRICULTURAL SERVICES,0001650729
SITM,SITIME Corp,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001451809
SIVB,SVB FINANCIAL GROUP,6022,Office of Finance,STATE COMMERCIAL BANKS,0000719739
SIX,Six Flags Entertainment Corp,7990,Office of Trade & Services,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,0000701374
SJI,SOUTH JERSEY INDUSTRIES INC,4924,Office of Energy & Transportation,NATURAL GAS DISTRIBUTION,0000091928
SJM,SMUCKER J M CO,2033,Office of Manufacturing,"CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES",0000091419
SJW,SJW CORP,4941,Office of Energy & Transportation,WATER SUPPLY,0000766829
SKIL,Skillsoft Corp.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001774675
SKIN,Beauty Health Co,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001818093
SKLZ,Skillz Inc.,7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001801661
SKX,SKECHERS USA INC,3140,Office of Manufacturing,"FOOTWEAR, (NO RUBBER)",0001065837
SKY,SKYLINE CORP,2451,Office of Manufacturing,MOBILE HOMES,0000090896
SKYT,"SkyWater Technology, Inc",3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001819974
SKYW,SKYWEST INC,4512,Office of Energy & Transportation,"AIR TRANSPORTATION, SCHEDULED",0000793733
SLAB,SILICON LABORATORIES INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001038074
SLB,SCHLUMBERGER LTD /NV/,1389,Office of Energy & Transportation,"OIL & GAS FIELD SERVICES, NEC",0000087347
SLCA,"U.S. SILICA HOLDINGS, INC.",1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),0001524741
SLDP,"Solid Power, Inc.",3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",0001844862
SLG,SL GREEN REALTY CORP,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001040971
SLGC,"SomaLogic, Inc.",8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,0001837412
SLGN,SILGAN HOLDINGS INC,3411,Office of Manufacturing,METAL CANS,0000849869
SLM,SLM CORP,6141,Office of Finance,PERSONAL CREDIT INSTITUTIONS,0001032033
SLP,SIMULATIONS PLUS INC,7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,0001023459
SLQT,"SelectQuote, Inc.",6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",0001794783
SLVM,Sylvamo Corp,2621,Office of Manufacturing,PAPER MILLS,0001856485
SM,SM Energy Co,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0000893538
SMAR,SMARTSHEET INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001366561
SMBC,SOUTHERN MISSOURI BANCORP INC,6036,Office of Finance,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",0000916907
SMBK,SMARTFINANCIAL INC.,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0001038773
SMCI,"Super Micro Computer, Inc.",3571,Office of Technology,ELECTRONIC COMPUTERS,0001375365
SMFR,Sema4 Holdings Corp.,8000,Industrial Applications and Services,SERVICES-HEALTH SERVICES,0001818331
SMG,SCOTTS MIRACLE-GRO CO,2870,Industrial Applications and Services,AGRICULTURAL CHEMICALS,0000825542
SMMF,SUMMIT FINANCIAL GROUP INC,6022,Office of Finance,STATE COMMERCIAL BANKS,0000811808
SMP,STANDARD MOTOR PRODUCTS INC,3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",0000093389
SMPL,"Simplicity Bancorp, Inc.",6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0001412109
SMRT,STEIN MART INC,5651,Office of Trade & Services,RETAIL-FAMILY CLOTHING STORES,0000884940
SMTC,SEMTECH CORP,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0000088941
SNA,SNAP-ON Inc,3420,Office of Manufacturing,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",0000091440
SNBR,Sleep Number Corp,2510,Office of Manufacturing,HOUSEHOLD FURNITURE,0000827187
SNCE,"Science 37 Holdings, Inc.",8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,0001819113
SNCY,"Sun Country Airlines Holdings, Inc.",4512,Office of Energy & Transportation,"AIR TRANSPORTATION, SCHEDULED",0001743907
SNDR,"Schneider National, Inc.",4213,Office of Energy & Transportation,TRUCKING (NO LOCAL),0001692063
SNDX,Syndax Pharmaceuticals Inc,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001395937
SNEX,StoneX Group Inc.,6200,Office of Finance,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",0000913760
SNOW,Snowflake Inc.,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001640147
SNPS,SYNOPSYS INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0000883241
SNV,SYNOVUS FINANCIAL CORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000018349
SNX,SYNNEX CORP,7373,Office of Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,0001177394
SO,ALABAMA POWER CO,4911,Office of Energy & Transportation,ELECTRIC SERVICES,0000003153
SOFI,"SoFi Technologies, Inc.",6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,0001818874
SOI,"Solaris Oilfield Infrastructure, Inc.",3533,Office of Technology,OIL & GAS FIELD MACHINERY & EQUIPMENT,0001697500
SON,SONOCO PRODUCTS CO,2650,Office of Manufacturing,PAPERBOARD CONTAINERS & BOXES,0000091767
SONO,SONOSITE INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001055355
SOVO,"Sovos Brands, Inc.",2000,Office of Manufacturing,FOOD AND KINDRED PRODUCTS,0001856608
SP,SP Plus Corp,7510,Office of Trade & Services,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),0001059262
SPB,"Spectrum Brands Holdings, Inc.",3690,Office of Manufacturing,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",0001487730
SPCE,"Virgin Galactic Holdings, Inc",4700,Office of Energy & Transportation,TRANSPORTATION SERVICES,0001706946
SPFI,"SOUTH PLAINS FINANCIAL, INC.",6022,Office of Finance,STATE COMMERCIAL BANKS,0001163668
SPG,SIMON PROPERTY GROUP INC /DE/,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001063761
SPGI,S&P Global Inc.,7320,Office of Trade & Services,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",0000064040
SPIR,SPIRE Corp,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0000731657
SPLK,SPLUNK INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001353283
SPNE,SeaSpine Holdings Corp,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001637761
SPNT,SiriusPoint Ltd,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0001576018
SPR,"Spirit AeroSystems Holdings, Inc.",3728,Office of Manufacturing,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",0001364885
SPSC,SPS COMMERCE INC,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001092699
SPT,"Sprout Social, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001517375
SPTN,SPARTAN STORES INC,5141,Office of Trade & Services,"WHOLESALE-GROCERIES, GENERAL LINE",0000877422
SPWH,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",5940,Office of Trade & Services,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,0001132105
SPWR,SUNPOWER CORP,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0000867773
SPXC,SPX CORP,3540,Office of Technology,METALWORKG MACHINERY & EQUIPMENT,0000088205
SQ,"Square, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001512673
SQSP,"Squarespace, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001496963
SR,STANDARD REGISTER CO,2761,Office of Manufacturing,MANIFOLD BUSINESS FORMS,0000093456
SRC,"SPIRIT REALTY CAPITAL, INC.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001277406
SRCE,1ST SOURCE CORP,6022,Office of Finance,STATE COMMERCIAL BANKS,0000034782
SRCL,STERICYCLE INC,4955,Office of Energy & Transportation,HAZARDOUS WASTE MANAGEMENT,0000861878
SRDX,SURMODICS INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0000924717
SRE,SAN DIEGO GAS & ELECTRIC CO,4931,Office of Energy & Transportation,ELECTRIC & OTHER SERVICES COMBINED,0000086521
SRG,Seritage Growth Properties,6500,Office of Real Estate & Construction,REAL ESTATE,0001628063
SRI,STONERIDGE INC,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,0001043337
SRNE,"Sorrento Therapeutics, Inc.",8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,0000850261
SRPT,"Sarepta Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0000873303
SRRA,"Sierra Oncology, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001290149
SSB,SOUTH STATE Corp,6022,Office of Finance,STATE COMMERCIAL BANKS,0000764038
SSD,SIMPSON MANUFACTURING CO INC /CA/,3420,Office of Manufacturing,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",0000920371
SSNC,SS&C Technologies Holdings Inc,7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001402436
SSP,SCRIPPS E W CO /DE,2711,Office of Manufacturing,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,0000832428
SSRM,SSR MINING INC.,6795,Office of Real Estate & Construction,MINERAL ROYALTY TRADERS,0000921638
SSTI,"SHOTSPOTTER, INC",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001351636
SSTK,"Shutterstock, Inc.",7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001549346
ST,Sensata Technologies Holding plc,3823,Industrial Applications and Services,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",0001477294
STAA,STAAR SURGICAL CO,3851,Industrial Applications and Services,OPHTHALMIC GOODS,0000718937
STAG,"STAG Industrial, Inc.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001479094
STAR,ISTAR FINANCIAL INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001095651
STBA,S&T BANCORP INC,6022,Office of Finance,STATE COMMERCIAL BANKS,0000719220
STC,STEWART INFORMATION SERVICES CORP,6361,Office of Finance,TITLE INSURANCE,0000094344
STE,STERIS CORP,3842,Industrial Applications and Services,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",0000815065
STEM,STEMCELLS INC,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0000883975
STEP,StepStone Group Inc.,6282,Office of Finance,INVESTMENT ADVICE,0001796022
STER,Sterling Check Corp.,7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0001645070
STGW,Stagwell Inc,7311,Office of Trade & Services,SERVICES-ADVERTISING AGENCIES,0000876883
STKL,SunOpta Inc.,5150,Office of Trade & Services,WHOLESALE-FARM PRODUCT RAW MATERIALS,0000351834
STKS,"ONE Group Hospitality, Inc.",5812,Office of Trade & Services,RETAIL-EATING PLACES,0001399520
STLD,STEEL DYNAMICS INC,3312,Office of Manufacturing,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",0001022671
STOK,"Stoke Therapeutics, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001623526
STON,STONEMOR PARTNERS LP,7200,Office of Trade & Services,SERVICES-PERSONAL SERVICES,0001286131
STOR,STORE CAPITAL Corp,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001538990
STR,QUESTAR CORP,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0000751652
STRA,STRAYER EDUCATION INC,8200,Office of Trade & Services,SERVICES-EDUCATIONAL SERVICES,0001013934
STRC,SRI SURGICAL EXPRESS INC,7200,Office of Trade & Services,SERVICES-PERSONAL SERVICES,0001014041
STRL,STERLING CONSTRUCTION CO INC,1600,Office of Real Estate & Construction,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,0000874238
STRO,"SUTRO BIOPHARMA, INC.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001382101
STRS,STRATUS PROPERTIES INC,6552,Office of Real Estate & Construction,LAND SUBDIVIDERS & DEVELOPERS (NO CEMETERIES),0000885508
STT,STATE STREET Corp,6022,Office of Finance,STATE COMMERCIAL BANKS,0000093751
STWD,"STARWOOD PROPERTY TRUST, INC.",6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0001465128
STZ,"CONSTELLATION BRANDS, INC.",2080,Office of Manufacturing,BEVERAGES,0000016918
SUI,SUN COMMUNITIES INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000912593
SUM,"Summit Materials, Inc.",1400,Office of Energy & Transportation,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),0001621563
SUMO,"Sumo Logic, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001643269
SUNL,Sunlight Financial Holdings Inc.,6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,0001821850
SUPN,SUPERNUS PHARMACEUTICALS INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001356576
SVC,Service Properties Trust,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000945394
SWAV,"ShockWave Medical, Inc.",3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001642545
SWBI,"SMITH & WESSON BRANDS, INC.",3480,Office of Manufacturing,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",0001092796
SWCH,"Switch, Inc.",7370,Office of Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",0001710583
SWI,"SolarWinds, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001428669
SWIM,"Latham Group, Inc.",3089,Industrial Applications and Services,"PLASTICS PRODUCTS, NEC",0001833197
SWK,"STANLEY BLACK & DECKER, INC.",3420,Office of Manufacturing,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",0000093556
SWKH,SWK Holdings Corp,6159,Office of Finance,MISCELLANEOUS BUSINESS CREDIT INSTITUTION,0001089907
SWKS,SKYWORKS SOLUTIONS INC,3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0000004127
SWM,SCHWEITZER MAUDUIT INTERNATIONAL INC,2621,Office of Manufacturing,PAPER MILLS,0001000623
SWN,SOUTHWESTERN ENERGY CO,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0000007332
SWTX,"SpringWorks Therapeutics, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001773427
SWX,SOUTHWEST GAS CORP,4923,Office of Energy & Transportation,NATURAL GAS TRANSMISISON & DISTRIBUTION,0000092416
SXC,"SunCoke Energy, Inc.",3312,Office of Manufacturing,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",0001514705
SXI,STANDEX INTERNATIONAL CORP/DE/,3580,Office of Technology,REFRIGERATION & SERVICE INDUSTRY MACHINERY,0000310354
SXT,SENSIENT TECHNOLOGIES CORP,2860,Industrial Applications and Services,INDUSTRIAL ORGANIC CHEMICALS,0000310142
SYBT,S Y BANCORP INC,6022,Office of Finance,STATE COMMERCIAL BANKS,0000835324
SYF,Synchrony Financial,6199,Office of Finance or Office of Crypto Assets,FINANCE SERVICES,0001601712
SYK,STRYKER CORP,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0000310764
SYNA,SYNAPTICS INC,7371,Office of Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,0000817720
SYNH,"Syneos Health, Inc.",8731,Industrial Applications and Services,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,0001610950
SYY,SYSCO CORP,5140,Office of Trade & Services,WHOLESALE-GROCERIES & RELATED PRODUCTS,0000096021
T,AT&T INC.,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),0000732717
TA,TravelCenters of America Inc. /MD/,5500,Office of Trade & Services,RETAIL-AUTO DEALERS & GASOLINE STATIONS,0001378453
TALO,TALOS ENERGY INC.,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0001724965
TALS,"Talaris Therapeutics, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001827506
TAP,MOLSON COORS BREWING CO,2082,Office of Manufacturing,MALT BEVERAGES,0000024545
TARS,"Tarsus Pharmaceuticals, Inc.",2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0001819790
TBBK,"Bancorp, Inc.",6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0001295401
TBI,"TrueBlue, Inc.",7363,Office of Trade & Services,SERVICES-HELP SUPPLY SERVICES,0000768899
TBK,"Triumph Bancorp, Inc.",6022,Office of Finance,STATE COMMERCIAL BANKS,0001539638
TBPH,"Theravance Biopharma, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001583107
TCBI,TEXAS CAPITAL BANCSHARES INC/TX,6022,Office of Finance,STATE COMMERCIAL BANKS,0001077428
TCBK,TRICO BANCSHARES /,6022,Office of Finance,STATE COMMERCIAL BANKS,0000356171
TCBX,"Third Coast Bancshares, Inc.",6036,Office of Finance,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",0001781730
TCDA,"Tricida, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001595585
TCI,TRANSCONTINENTAL REALTY INVESTORS INC,6798,Office of Real Estate & Construction,REAL ESTATE INVESTMENT TRUSTS,0000733590
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0001027838
TCS,"Container Store Group, Inc.",5700,Office of Trade & Services,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",0001411688
TCX,TUCOWS INC /PA/,7374,Office of Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,0000909494
TDC,TERADATA CORP /DE/,3571,Office of Technology,ELECTRONIC COMPUTERS,0000816761
TDG,TransDigm Group INC,3728,Office of Manufacturing,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",0001260221
TDOC,"Teladoc, Inc.",8011,Industrial Applications and Services,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,0001477449
TDS,TELEPHONE & DATA SYSTEMS INC /DE/,4813,Office of Technology,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),0001051512
TDUP,ThredUp Inc.,5961,Office of Trade & Services,RETAIL-CATALOG & MAIL-ORDER HOUSES,0001484778
TDW,TIDEWATER INC,4400,Office of Energy & Transportation,WATER TRANSPORTATION,0000098222
TDY,TELEDYNE TECHNOLOGIES INC,8711,Office of Trade & Services,SERVICES-ENGINEERING SERVICES,0001094285
TECH,TECHNE CORP /MN/,2836,Office of Life Sciences,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",0000842023
TELL,TELLURIAN INC. /DE/,1311,Office of Energy & Transportation,CRUDE PETROLEUM & NATURAL GAS,0000061398
TEN,TENNECO INC,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,0001024725
TENB,"Tenable Holdings, Inc.",7372,Office of Technology,SERVICES-PREPACKAGED SOFTWARE,0001660280
TER,"TERADYNE, INC",3825,Industrial Applications and Services,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,0000097210
TEX,TEREX CORP,3537,Office of Technology,"INDUSTRIAL TRUCKS, TRACTORS, TRAILORS & STACKERS",0000097216
TFC,TRUIST FINANCIAL CORP,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,0000092230
TFSL,TFS Financial CORP,6035,Office of Finance,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",0001381668
TFX,TELEFLEX INC,3841,Industrial Applications and Services,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,0000096943
TG,TREDEGAR CORP,3350,Office of Manufacturing,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,0000850429
TGAN,"Transphorm, Inc.",3674,Office of Manufacturing,SEMICONDUCTORS & RELATED DEVICES,0001715768
TGI,TRIUMPH GROUP INC,3720,Office of Manufacturing,AIRCRAFT & PARTS,0001021162
TGNA,TEGNA INC,4833,Office of Technology,TELEVISION BROADCASTING STATIONS,0000039899
TGT,TARGET CORP,5331,Office of Trade & Services,RETAIL-VARIETY STORES,0000027419
TGTX,"TG THERAPEUTICS, INC.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001001316
TH,Target Hospitality Corp.,7000,Office of Real Estate & Construction,"HOTELS, ROOMING HOUSES, CAMPS & OTHER LODGING PLACES",0001712189
THC,TENET HEALTHCARE CORP,8062,Industrial Applications and Services,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",0000070318
THFF,FIRST FINANCIAL CORP /IN/,6022,Office of Finance,STATE COMMERCIAL BANKS,0000714562
THG,"HANOVER INSURANCE GROUP, INC.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0000944695
THO,THOR INDUSTRIES INC,3716,Office of Manufacturing,MOTOR HOMES,0000730263
THR,"Thermon Group Holdings, Inc.",3620,Office of Manufacturing,ELECTRICAL INDUSTRIAL APPARATUS,0001489096
THRM,GENTHERM Inc,3714,Office of Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,0000903129
THRN,"Thorne Healthtech, Inc.",2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001844280
THRX,THERAVANCE INC,2834,Office of Life Sciences,PHARMACEUTICAL PREPARATIONS,0001080014
THRY,"Thryv Holdings, Inc.",7310,Office of Trade & Services,SERVICES-ADVERTISING,0001556739
THS,"TreeHouse Foods, Inc.",2030,Office of Manufacturing,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",0001320695
TIG,"Trean Insurance Group, Inc.",6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0001801754
TIL,Till Capital Ltd.,6331,Office of Finance,"FIRE, MARINE & CASUALTY INSURANCE",0001625584
TILE,INTERFACE INC,2273,Office of Manufacturing,CARPETS & RUGS,0000715787
TIPT,TIPTREE FINANCIAL INC.,6411,Office of Finance,"INSURANCE AGENTS, BROKERS & SERVICE",0001393726
