,ticker,start_date,end_date,filing_date,fiscal_year,time_frame,source_filing_url
0000813298:2019:FY,DXLG,2018-02-04,2019-02-02,2019-03-22,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-19-009017
0000813298:2020:FY,DXLG,2019-02-03,2020-02-01,2020-03-19,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-20-011796
0000813298:2022:FY,DXLG,2021-01-31,2022-01-29,2022-03-17,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000950170-22-004055
0001020710:2011:FY,DXPE,2011-01-01,2011-12-31,2012-03-09,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001020710-12-000007
0001020710:2012:FY,DXPE,2012-01-01,2012-12-31,2013-03-11,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001020710-13-000008
0001020710:2013:FY,DXPE,2013-01-01,2013-12-31,2014-03-11,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001020710-14-000008
0001020710:2014:FY,DXPE,2014-01-01,2014-12-31,2015-03-16,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001020710-15-000006
0001020710:2015:FY,DXPE,2015-01-01,2015-12-31,2016-02-29,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-16-055589
0001020710:2016:FY,DXPE,2016-01-01,2016-12-31,2017-03-31,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-17-014211
0001020710:2017:FY,DXPE,2017-01-01,2017-12-31,2018-03-28,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-18-015469
0001020710:2018:FY,DXPE,2018-01-01,2018-12-31,2019-03-08,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001020710-19-000023
0001020710:2019:FY,DXPE,2019-01-01,2019-12-31,2020-03-13,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001020710-20-000015
0001020710:2020:FY,DXPE,2020-01-01,2020-12-31,2021-03-18,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001020710-21-000026
0001020710:2021:FY,DXPE,2021-01-01,2021-12-31,2022-04-05,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001020710-22-000033
0000067215:2012:FY,DY,2011-07-31,2012-07-28,2012-09-04,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000067215-12-000041
0000067215:2013:FY,DY,2012-07-29,2013-07-27,2013-09-13,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000067215-13-000046
0000067215:2014:FY,DY,2013-07-28,2014-07-26,2014-09-09,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000067215-14-000035
0000067215:2015:FY,DY,2014-07-27,2015-07-25,2015-09-04,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000067215-15-000035
0000067215:2016:FY,DY,2015-07-26,2016-07-30,2016-08-31,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000067215-16-000096
0000067215:2017:FY,DY,2016-07-31,2017-07-29,2017-09-01,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000067215-17-000033
0000067215:2019:FY,DY,2018-01-28,2019-01-26,2019-03-04,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000067215-19-000008
0000067215:2020:FY,DY,2019-01-27,2020-01-25,2020-03-02,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000067215-20-000012
0000067215:2021:FY,DY,2020-01-26,2021-01-30,2021-03-05,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000067215-21-000010
0000067215:2022:FY,DY,2021-01-31,2022-01-29,2022-03-04,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000067215-22-000011
0001105055:2010:FY,DYN,2010-01-01,2010-12-31,2011-03-08,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0001140361-11-015138
0001379895:2011:FY,DYN,2011-01-01,2011-12-31,2012-03-08,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001047469-12-002275
0001379895:2012:FY,DYN,2012-01-01,2012-12-31,2013-03-14,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001379895-13-000007
0001379895:2013:FY,DYN,2013-01-01,2013-12-31,2014-02-27,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001379895-14-000004
0001379895:2014:FY,DYN,2014-01-01,2014-12-31,2015-02-25,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001379895-15-000005
0001379895:2015:FY,DYN,2015-01-01,2015-12-31,2016-02-25,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001379895-16-000022
0001379895:2016:FY,DYN,2016-01-01,2016-12-31,2017-02-24,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001379895-17-000004
0001379895:2017:FY,DYN,2017-01-01,2017-12-31,2018-02-22,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001379895-18-000003
0001818794:2020:FY,DYN,2020-01-01,2020-12-31,2021-03-04,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-010726
0001818794:2021:FY,DYN,2021-01-01,2021-12-31,2022-03-10,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000950170-22-003290
0001101680:2017:FY,DZSI,2017-01-01,2017-12-31,2018-04-04,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001101680-18-000012
0001101680:2018:FY,DZSI,2018-01-01,2018-12-31,2019-03-12,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-19-007382
0001101680:2019:FY,DZSI,2019-01-01,2019-12-31,2020-03-24,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-20-012549
0001101680:2020:FY,DZSI,2020-01-01,2020-12-31,2021-03-11,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-012566
0001101680:2021:FY,DZSI,2021-01-01,2021-12-31,2022-03-09,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-22-009316
0000712515:2012:FY,EA,2011-04-01,2012-03-31,2012-05-25,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-249324
0000712515:2013:FY,EA,2012-04-01,2013-03-31,2013-05-22,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000712515-13-000022
0000712515:2014:FY,EA,2013-04-01,2014-03-31,2014-05-21,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000712515-14-000024
0000712515:2015:FY,EA,2014-04-01,2015-03-31,2015-05-21,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000712515-15-000033
0000712515:2016:FY,EA,2015-04-01,2016-03-31,2016-05-27,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000712515-16-000111
0000712515:2017:FY,EA,2016-04-01,2017-03-31,2017-05-24,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000712515-17-000035
0000712515:2018:FY,EA,2017-04-01,2018-03-31,2018-05-23,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000712515-18-000024
0000712515:2019:FY,EA,2018-04-01,2019-03-31,2019-05-24,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000712515-19-000019
0000712515:2020:FY,EA,2019-04-01,2020-03-31,2020-05-20,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000712515-20-000019
0000712515:2021:FY,EA,2020-04-01,2021-03-31,2021-05-26,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000712515-21-000064
0000712515:2022:FY,EA,2021-04-01,2022-03-31,2022-05-25,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000712515-22-000011
0000931148:2018:FY,EAF,2018-01-01,2018-12-31,2019-02-22,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000931148-19-000009
0000931148:2019:FY,EAF,2019-01-01,2019-12-31,2020-02-21,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000931148-20-000024
0000931148:2020:FY,EAF,2020-01-01,2020-12-31,2021-02-23,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000931148-21-000035
0000931148:2021:FY,EAF,2021-01-01,2021-12-31,2022-02-22,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000931148-22-000027
0000703351:2011:FY,EAT,2010-07-01,2011-06-29,2011-08-29,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-11-235557
0000703351:2012:FY,EAT,2011-06-30,2012-06-27,2012-08-27,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-369923
0000703351:2013:FY,EAT,2012-06-28,2013-06-26,2013-08-26,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000703351-13-000009
0000703351:2014:FY,EAT,2013-06-27,2014-06-25,2014-08-25,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000703351-14-000020
0000703351:2015:FY,EAT,2014-06-26,2015-06-24,2015-08-24,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000703351-15-000046
0000703351:2016:FY,EAT,2015-06-25,2016-06-29,2016-08-29,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000703351-16-000098
0000703351:2017:FY,EAT,2016-06-30,2017-06-28,2017-08-28,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000703351-17-000030
0000703351:2018:FY,EAT,2017-06-29,2018-06-27,2018-08-27,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000703351-18-000036
0000703351:2019:FY,EAT,2018-06-28,2019-06-26,2019-08-22,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000703351-19-000037
0000703351:2020:FY,EAT,2019-06-27,2020-06-24,2020-08-24,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0000703351-20-000059
0000703351:2021:FY,EAT,2020-06-25,2021-06-30,2021-08-26,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0000703351-21-000031
0000703351:2022:FY,EAT,2021-07-01,2022-06-29,2022-08-26,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000703351-22-000036
0001475115:2018:FY,EB,2018-01-01,2018-12-31,2019-03-07,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001475115-19-000007
0001475115:2019:FY,EB,2019-01-01,2019-12-31,2020-03-02,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001475115-20-000021
0001475115:2020:FY,EB,2020-01-01,2020-12-31,2021-03-01,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001475115-21-000020
0001475115:2021:FY,EB,2021-01-01,2021-12-31,2022-02-18,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001475115-22-000032
0001065088:2009:FY,EBAY,2009-01-01,2009-12-31,2010-02-17,2009,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-10-033324
0001065088:2011:FY,EBAY,2011-01-01,2011-12-31,2012-01-31,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001065088-12-000006
0001065088:2012:FY,EBAY,2012-01-01,2012-12-31,2013-02-01,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001065088-13-000004
0001065088:2013:FY,EBAY,2013-01-01,2013-12-31,2014-01-31,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001065088-14-000010
0001065088:2014:FY,EBAY,2014-01-01,2014-12-31,2015-02-06,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001065088-15-000054
0001065088:2015:FY,EBAY,2015-01-01,2015-12-31,2016-02-01,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001065088-16-000265
0001065088:2016:FY,EBAY,2016-01-01,2016-12-31,2017-02-06,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001065088-17-000007
0001065088:2017:FY,EBAY,2017-01-01,2017-12-31,2018-02-05,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001065088-18-000009
0001065088:2018:FY,EBAY,2018-01-01,2018-12-31,2019-01-30,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001065088-19-000006
0001065088:2019:FY,EBAY,2019-01-01,2019-12-31,2020-01-31,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001065088-20-000006
0001065088:2020:FY,EBAY,2020-01-01,2020-12-31,2021-02-04,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001065088-21-000006
0001065088:2021:FY,EBAY,2021-01-01,2021-12-31,2022-02-24,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001065088-22-000006
0001810546:2020:FY,EBC,2020-01-01,2020-12-31,2021-03-29,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-21-005933
0001810546:2021:FY,EBC,2021-01-01,2021-12-31,2022-02-25,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-22-004022
0000033002:2012:FY,EBF,2011-03-01,2012-02-29,2012-05-11,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-227898
0000033002:2013:FY,EBF,2012-03-01,2013-02-28,2013-05-10,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-214067
0000033002:2014:FY,EBF,2013-03-01,2014-02-28,2014-05-09,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-192331
0000033002:2015:FY,EBF,2014-03-01,2015-02-28,2015-05-08,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-178878
0000033002:2016:FY,EBF,2015-03-01,2016-02-29,2016-05-11,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-16-587329
0000033002:2017:FY,EBF,2016-03-01,2017-02-28,2017-05-12,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001193125-17-168434
0000033002:2018:FY,EBF,2017-03-01,2018-02-28,2018-05-11,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-18-013187
0000033002:2019:FY,EBF,2018-03-01,2019-02-28,2019-05-06,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-19-015928
0000033002:2020:FY,EBF,2019-03-01,2020-02-29,2020-05-04,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-20-020699
0000033002:2021:FY,EBF,2020-03-01,2021-02-28,2021-05-07,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001564590-21-025391
0000033002:2022:FY,EBF,2021-03-01,2022-02-28,2022-05-09,2022,annual,https://api.polygon.io/v1/reference/sec/filings/0000950170-22-008563
0000814549:2011:FY,EBIX,2011-01-01,2011-12-31,2012-03-15,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0000814549-12-000006
0000814549:2012:FY,EBIX,2012-01-01,2012-12-31,2013-03-18,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0000814549-13-000004
0000814549:2013:FY,EBIX,2013-01-01,2013-12-31,2014-03-17,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0000814549-14-000007
0000814549:2014:FY,EBIX,2014-01-01,2014-12-31,2015-03-16,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0000814549-15-000012
0000814549:2015:FY,EBIX,2015-01-01,2015-12-31,2016-02-29,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0000814549-16-000040
0000814549:2016:FY,EBIX,2016-01-01,2016-12-31,2017-03-01,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0000814549-17-000004
0000814549:2017:FY,EBIX,2017-01-01,2017-12-31,2018-03-01,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0000814549-18-000008
0000814549:2018:FY,EBIX,2018-01-01,2018-12-31,2019-03-01,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0000814549-19-000017
0000814549:2019:FY,EBIX,2019-01-01,2019-12-31,2020-03-02,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0000814549-20-000006
0000814549:2020:FY,EBIX,2020-01-01,2020-12-31,2021-04-27,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-21-007671
0000814549:2021:FY,EBIX,2021-01-01,2021-12-31,2022-03-10,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001628280-22-005616
0001367644:2011:FY,EBS,2011-01-01,2011-12-31,2012-03-09,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001367644-12-000012
0001367644:2012:FY,EBS,2012-01-01,2012-12-31,2013-03-08,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001367644-13-000016
0001367644:2013:FY,EBS,2013-01-01,2013-12-31,2014-03-10,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001367644-14-000016
0001367644:2015:FY,EBS,2015-01-01,2015-12-31,2016-02-29,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001367644-16-000059
0001367644:2016:FY,EBS,2016-01-01,2016-12-31,2017-02-28,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001367644-17-000014
0001367644:2017:FY,EBS,2017-01-01,2017-12-31,2018-02-23,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001367644-18-000014
0001367644:2018:FY,EBS,2018-01-01,2018-12-31,2019-02-22,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001367644-19-000016
0001367644:2019:FY,EBS,2019-01-01,2019-12-31,2020-02-25,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001367644-20-000010
0001367644:2020:FY,EBS,2020-01-01,2020-12-31,2021-02-19,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001367644-21-000033
0001367644:2021:FY,EBS,2021-01-01,2021-12-31,2022-02-25,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001367644-22-000024
0001018399:2011:FY,EBTC,2011-01-01,2011-12-31,2012-03-15,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001445305-12-000686
0001018399:2012:FY,EBTC,2012-01-01,2012-12-31,2013-03-15,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001018399-13-000011
0001018399:2013:FY,EBTC,2013-01-01,2013-12-31,2014-03-14,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001018399-14-000012
0001018399:2014:FY,EBTC,2014-01-01,2014-12-31,2015-03-13,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001018399-15-000017
0001018399:2015:FY,EBTC,2015-01-01,2015-12-31,2016-03-15,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001018399-16-000076
0001018399:2016:FY,EBTC,2016-01-01,2016-12-31,2017-03-14,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001018399-17-000012
0001018399:2017:FY,EBTC,2017-01-01,2017-12-31,2018-03-13,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001018399-18-000016
0001018399:2018:FY,EBTC,2018-01-01,2018-12-31,2019-03-13,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001018399-19-000012
0001018399:2019:FY,EBTC,2019-01-01,2019-12-31,2020-03-10,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001018399-20-000019
0001018399:2020:FY,EBTC,2020-01-01,2020-12-31,2021-03-10,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001018399-21-000021
0001018399:2021:FY,EBTC,2021-01-01,2021-12-31,2022-03-10,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001018399-22-000012
0000031462:2010:FY,ECL,2010-01-01,2010-12-31,2011-02-25,2010,annual,https://api.polygon.io/v1/reference/sec/filings/0001104659-11-010321
0000031462:2011:FY,ECL,2011-01-01,2011-12-31,2012-02-28,2011,annual,https://api.polygon.io/v1/reference/sec/filings/0001104659-12-014104
0000031462:2012:FY,ECL,2012-01-01,2012-12-31,2013-02-26,2012,annual,https://api.polygon.io/v1/reference/sec/filings/0001104659-13-014387
0000031462:2013:FY,ECL,2013-01-01,2013-12-31,2014-02-28,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001104659-14-014489
0000031462:2014:FY,ECL,2014-01-01,2014-12-31,2015-02-27,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001104659-15-014788
0000031462:2015:FY,ECL,2015-01-01,2015-12-31,2016-02-26,2015,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-16-003581
0000031462:2016:FY,ECL,2016-01-01,2016-12-31,2017-02-24,2016,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-17-000944
0000031462:2017:FY,ECL,2017-01-01,2017-12-31,2018-02-23,2017,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-18-000999
0000031462:2018:FY,ECL,2018-01-01,2018-12-31,2019-03-01,2018,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-19-001379
0000031462:2019:FY,ECL,2019-01-01,2019-12-31,2020-02-28,2019,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-20-001788
0000031462:2020:FY,ECL,2020-01-01,2020-12-31,2021-02-26,2020,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-21-001916
0000031462:2021:FY,ECL,2021-01-01,2021-12-31,2022-02-25,2021,annual,https://api.polygon.io/v1/reference/sec/filings/0001558370-22-002059
0001169652:2013:FY,ECOM,2013-01-01,2013-12-31,2014-02-27,2013,annual,https://api.polygon.io/v1/reference/sec/filings/0001169652-14-000014
0001169652:2014:FY,ECOM,2014-01-01,2014-12-31,2015-02-26,2014,annual,https://api.polygon.io/v1/reference/sec/filings/0001169652-15-000024
